CODIGO_MESA|DESCRIPCION|CODIGO_PAIS|NOMBRE_PAIS|CODIGO_DEPARTAMENTO|NOMBRE_DEPARTAMENTO|CODIGO_PROVINCIA|NOMBRE_PROVINCIA|CODIGO_SECCION|NOMBRE_MUNICIPIO|CODIGO_LOCALIDAD|NOMBRE_LOCALIDAD|CODIGO_RECINTO|NOMBRE_RECINTO|NUMERO_MESA|INSCRITOS_HABILITADOS|UNIDOS POR TARIJA|MAS-IPSP|VOTO_VALIDO|VOTO_BLANCO|VOTO_NULO|VOTO_EMITIDO|VOTO_VALIDO_SISTEMA|VOTO_EMITIDO_SISTEMA
6009047|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|1|Padcaya|3752|Abra de San Miguel|1|U.E. Abra de San Miguel|1|220|88|97|185|1|3|189|185|189
6009057|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|1|Padcaya|3752|Abra de San Miguel|1|U.E. Abra de San Miguel|2|45|14|24|38|1|2|41|38|41
6009067|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|1|Padcaya|4210|San José|25708|U.E. San José|1|220|92|75|167|2|9|178|167|178
6009077|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|1|Padcaya|4210|San José|25708|U.E. San José|2|20|11|4|15|1|3|19|15|19
6009087|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|1|220|95|63|158|3|5|166|158|166
6009097|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|2|219|100|63|163|0|7|170|163|170
6009107|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|3|220|100|80|180|0|5|185|180|185
6009117|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|4|219|104|68|172|1|6|179|172|179
6009127|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|5|217|86|76|162|1|7|170|162|170
6009137|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|6|220|92|80|172|1|5|178|172|178
6009147|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|7|220|93|71|164|1|10|175|164|175
6009157|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|8|220|92|73|165|2|4|171|165|171
6009167|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|9|220|92|65|157|0|4|161|157|161
6009177|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|10|220|100|69|169|1|4|174|169|174
6009187|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|11|220|93|70|163|2|5|170|163|170
6009197|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|12|219|80|83|163|0|6|169|163|169
6009207|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|13|219|93|67|160|1|4|165|160|165
6009217|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|14|219|92|70|162|1|6|169|162|169
6009227|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|15|220|87|71|158|1|9|168|158|168
6009237|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|16|220|109|61|170|0|4|174|170|174
6009247|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|9|U.E. Guido Villagomez|17|135|59|41|100|1|3|104|100|104
6009257|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|10|U.E. 8 e Septiembre|1|219|86|84|170|1|1|172|170|172
6009267|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|10|U.E. 8 e Septiembre|2|220|95|63|158|2|7|167|158|167
6009277|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|10|U.E. 8 e Septiembre|3|220|77|84|161|3|4|168|161|168
6009287|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|10|U.E. 8 e Septiembre|4|220|77|89|166|1|6|173|166|173
6009297|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|10|U.E. 8 e Septiembre|5|220|102|64|166|1|3|170|166|170
6009307|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|10|U.E. 8 e Septiembre|6|220|88|68|156|6|6|168|156|168
6009317|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|10|U.E. 8 e Septiembre|7|220|104|67|171|1|5|177|171|177
6009327|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|10|U.E. 8 e Septiembre|8|219|85|80|165|0|9|174|165|174
6009337|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|10|U.E. 8 e Septiembre|9|219|81|75|156|0|8|164|156|164
6009347|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|10|U.E. 8 e Septiembre|10|217|99|60|159|1|4|164|159|164
6009357|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|10|U.E. 8 e Septiembre|11|220|94|63|157|1|6|164|157|164
6009367|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|10|U.E. 8 e Septiembre|12|149|73|34|107|2|4|113|107|113
6009377|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|1|219|112|54|166|4|5|175|166|175
6009387|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|2|220|113|55|168|0|2|170|168|170
6009397|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|3|218|104|65|169|2|3|174|169|174
6009407|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|4|218|88|67|155|0|4|159|155|159
6009417|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|5|219|72|81|153|0|9|162|153|162
6009427|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|6|220|107|56|163|2|4|169|163|169
6009437|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|7|220|86|57|143|2|5|150|143|150
6009447|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|8|217|99|74|173|0|4|177|173|177
6009457|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|9|220|99|68|167|1|6|174|167|174
6009467|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|10|219|96|71|167|1|4|172|167|172
6009477|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|11|220|88|71|159|0|3|162|159|162
6009487|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|12|219|86|78|164|2|8|174|164|174
6009497|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|13|220|84|80|164|0|4|168|164|168
6009507|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|14|220|114|45|159|3|4|166|159|166
6009517|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|15|220|98|65|163|0|1|164|163|164
6009527|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|16|220|94|63|157|1|6|164|157|164
6009537|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|17|219|96|69|165|0|5|170|165|170
6009547|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|11|U.E. 25 de Mayo|18|20|11|7|18|0|0|18|18|18
6009557|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|12|U.E. Eduardo Avaroa|1|220|103|60|163|2|6|171|163|171
6009567|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|12|U.E. Eduardo Avaroa|2|220|107|62|169|0|6|175|169|175
6009577|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|12|U.E. Eduardo Avaroa|3|220|91|83|174|3|5|182|174|182
6009587|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|12|U.E. Eduardo Avaroa|4|220|73|81|154|2|8|164|154|164
6009597|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|12|U.E. Eduardo Avaroa|5|220|90|92|182|3|4|189|182|189
6009607|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|12|U.E. Eduardo Avaroa|6|220|105|69|174|1|0|175|174|175
6009617|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|12|U.E. Eduardo Avaroa|7|220|101|67|168|2|6|176|168|176
6009627|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|12|U.E. Eduardo Avaroa|8|220|97|72|169|0|4|173|169|173
6009637|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|12|U.E. Eduardo Avaroa|9|223|102|72|174|0|8|182|174|182
6009647|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|13|U.E. Mscal. Andres De Santa Cruz|1|220|89|60|149|2|1|152|149|152
6009657|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|13|U.E. Mscal. Andres De Santa Cruz|2|220|95|68|163|0|3|166|163|166
6009667|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|13|U.E. Mscal. Andres De Santa Cruz|3|220|95|60|155|0|4|159|155|159
6009677|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|13|U.E. Mscal. Andres De Santa Cruz|4|220|85|66|151|2|10|163|151|163
6009687|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|13|U.E. Mscal. Andres De Santa Cruz|5|220|99|51|150|0|1|151|150|151
6009697|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|13|U.E. Mscal. Andres De Santa Cruz|6|220|102|64|166|0|4|170|166|170
6009707|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|13|U.E. Mscal. Andres De Santa Cruz|7|220|75|74|149|1|4|154|149|154
6009717|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|13|U.E. Mscal. Andres De Santa Cruz|8|219|108|63|171|0|0|171|171|171
6009727|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|13|U.E. Mscal. Andres De Santa Cruz|9|218|85|67|152|2|4|158|152|158
6009737|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|13|U.E. Mscal. Andres De Santa Cruz|10|220|105|43|148|1|9|158|148|158
6009747|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|13|U.E. Mscal. Andres De Santa Cruz|11|220|91|61|152|0|1|153|152|153
6009757|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|13|U.E. Mscal. Andres De Santa Cruz|12|146|59|42|101|1|2|104|101|104
6009767|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|1|220|97|68|165|3|8|176|165|176
6009777|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|2|220|100|56|156|0|9|165|156|165
6009787|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|3|220|105|69|174|1|4|179|174|179
6009797|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|4|220|84|81|165|1|6|172|165|172
6009807|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|5|220|77|89|166|3|5|174|166|174
6009817|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|6|219|97|78|175|0|6|181|175|181
6009827|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|7|220|103|67|170|1|1|172|170|172
6009837|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|8|220|108|57|165|1|10|176|165|176
6009847|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|9|219|100|73|173|0|10|183|173|183
6009857|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|10|220|96|72|168|3|7|178|168|178
6009867|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|11|220|94|73|167|3|8|178|167|178
6009877|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|12|220|100|64|164|1|13|178|164|178
6009887|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|13|220|81|83|164|0|6|170|164|170
6009897|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|14|220|113|50|163|1|12|176|163|176
6009907|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|15|220|122|55|177|1|5|183|177|183
6009917|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|16|220|100|69|169|1|5|175|169|175
6009927|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|17|220|102|68|170|0|5|175|170|175
6009937|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|14|U.E. Octavio Campero Echazu (Bermejo)|18|196|88|67|155|1|2|158|155|158
6009947|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|15|U.E. Aulio Araoz|1|220|92|66|158|2|7|167|158|167
6009957|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|15|U.E. Aulio Araoz|2|220|83|85|168|2|11|181|168|181
6009967|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|15|U.E. Aulio Araoz|3|220|74|86|160|0|11|171|160|171
6009977|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|15|U.E. Aulio Araoz|4|220|95|76|171|0|9|180|171|180
6009987|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|15|U.E. Aulio Araoz|5|220|85|75|160|1|9|170|160|170
6009997|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|15|U.E. Aulio Araoz|6|220|89|78|167|1|5|173|167|173
6010007|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|15|U.E. Aulio Araoz|7|220|95|70|165|2|0|167|165|167
6010017|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|15|U.E. Aulio Araoz|8|220|93|68|161|1|12|174|161|174
6010027|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|15|U.E. Aulio Araoz|9|220|89|76|165|2|6|173|165|173
6010037|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|15|U.E. Aulio Araoz|10|218|107|63|170|2|4|176|170|176
6010047|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|15|U.E. Aulio Araoz|11|141|73|39|112|0|8|120|112|120
6010057|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|16|U.E. Antonio Jose De Sucre|1|220|93|74|167|0|6|173|167|173
6010067|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|16|U.E. Antonio Jose De Sucre|2|220|83|81|164|2|10|176|164|176
6010077|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|16|U.E. Antonio Jose De Sucre|3|220|94|66|160|3|10|173|160|173
6010087|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|16|U.E. Antonio Jose De Sucre|4|220|95|79|174|1|4|179|174|179
6010097|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|16|U.E. Antonio Jose De Sucre|5|220|83|83|166|2|11|179|166|179
6010107|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|16|U.E. Antonio Jose De Sucre|6|219|94|68|162|0|6|168|162|168
6010117|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|16|U.E. Antonio Jose De Sucre|7|220|81|76|157|3|7|167|157|167
6010127|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|16|U.E. Antonio Jose De Sucre|8|49|16|19|35|0|2|37|35|37
6010137|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|17|(Cárcel) Carceleta Bermejo|1|42|17|12|29|1|1|31|29|31
6010147|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|25547|U.E. Bolivia|1|220|56|83|139|2|7|148|139|148
6010157|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|25547|U.E. Bolivia|2|218|60|84|144|2|6|152|144|152
6010167|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|25547|U.E. Bolivia|3|220|48|88|136|0|6|142|136|142
6010177|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|25547|U.E. Bolivia|4|220|54|86|140|1|8|149|140|149
6010187|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|25547|U.E. Bolivia|5|146|38|56|94|0|2|96|94|96
6010197|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|31069|Coliseo Cerrado Julia Iriarte de Araoz (Temporal)|1|220|76|84|160|1|4|165|160|165
6010207|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|31069|Coliseo Cerrado Julia Iriarte de Araoz (Temporal)|2|220|97|72|169|0|7|176|169|176
6010217|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|31069|Coliseo Cerrado Julia Iriarte de Araoz (Temporal)|3|220|92|63|155|2|7|164|155|164
6010227|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|31069|Coliseo Cerrado Julia Iriarte de Araoz (Temporal)|4|220|86|80|166|1|4|171|166|171
6010237|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|31069|Coliseo Cerrado Julia Iriarte de Araoz (Temporal)|5|220|96|71|167|2|4|173|167|173
6010247|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|31069|Coliseo Cerrado Julia Iriarte de Araoz (Temporal)|6|220|86|74|160|0|4|164|160|164
6010257|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|31069|Coliseo Cerrado Julia Iriarte de Araoz (Temporal)|7|220|96|69|165|1|6|172|165|172
6010267|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|31069|Coliseo Cerrado Julia Iriarte de Araoz (Temporal)|8|220|99|73|172|2|2|176|172|176
6010277|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1916|Bermejo|31069|Coliseo Cerrado Julia Iriarte de Araoz (Temporal)|9|39|15|19|34|0|0|34|34|34
6010287|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1918|Candado Grande|3|U.E. Moto Mendez|1|220|83|87|170|2|4|176|170|176
6010297|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1918|Candado Grande|3|U.E. Moto Mendez|2|108|34|48|82|0|6|88|82|88
6010307|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1919|Flor de Oro|4|U.E. Flor De Oro|1|221|87|78|165|2|8|175|165|175
6010317|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1920|Arrozales|5|U.E. Arrozales|1|220|105|78|183|3|5|191|183|191
6010327|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1920|Arrozales|5|U.E. Arrozales|2|36|19|14|33|0|0|33|33|33
6010337|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1921|Barredero|6|U.E. Barredero|1|220|40|138|178|2|10|190|178|190
6010347|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1921|Barredero|6|U.E. Barredero|2|163|26|109|135|0|5|140|135|140
6010357|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1922|Comunidad José Maria Linares|7|U.E. Colonia Linares|1|220|54|103|157|6|8|171|157|171
6010367|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1922|Comunidad José Maria Linares|7|U.E. Colonia Linares|2|220|61|103|164|5|8|177|164|177
6010377|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1922|Comunidad José Maria Linares|7|U.E. Colonia Linares|3|220|70|98|168|1|6|175|168|175
6010387|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1922|Comunidad José Maria Linares|7|U.E. Colonia Linares|4|64|10|31|41|2|3|46|41|46
6010397|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|1923|Porcelana|8|U.E. Porcelana|1|179|61|65|126|3|5|134|126|134
6010407|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|3168|Campo Grande|3|U.E. Campo Grande (Arce)|1|220|66|91|157|1|10|168|157|168
6010417|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|3168|Campo Grande|3|U.E. Campo Grande (Arce)|2|220|59|105|164|3|10|177|164|177
6010427|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|3168|Campo Grande|3|U.E. Campo Grande (Arce)|3|25|7|15|22|0|0|22|22|22
6010437|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|4026|El Cercado|25354|U.E. La Esperanza|1|219|85|93|178|0|7|185|178|185
6010447|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|4026|El Cercado|25354|U.E. La Esperanza|2|220|96|93|189|0|5|194|189|194
6010457|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|4026|El Cercado|25354|U.E. La Esperanza|3|219|89|98|187|0|6|193|187|193
6010467|GOBERNADOR(A)|32|Bolivia|6|Tarija|2|Arce|2|Bermejo|4026|El Cercado|25354|U.E. La Esperanza|4|153|50|67|117|2|6|125|117|125
6010477|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|1|Yacuiba|1949|Yacuiba|13|U.E. Club De Leones (Básico Y Medio)|1|219|111|50|161|0|8|169|161|169
6010487|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|1|Yacuiba|1949|Yacuiba|13|U.E. Club De Leones (Básico Y Medio)|2|220|95|59|154|2|9|165|154|165
6010497|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|1|Yacuiba|1949|Yacuiba|13|U.E. Club De Leones (Básico Y Medio)|3|220|96|74|170|2|9|181|170|181
6010507|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|1|Yacuiba|1949|Yacuiba|13|U.E. Club De Leones (Básico Y Medio)|4|219|107|49|156|2|4|162|156|162
